eg_property_id,acquisition_date,lob,rating,review_title,review_text
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,3/1/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 0.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 3.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 3.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,"easy access from 75
clean 
breakfast included 
restaurants close
would stay again "
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2/27/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 4.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 4.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 4.0, ""communication"": 0.0, ""ecofriendliness"": 4.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,the staff were super friendly and helpful.
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2/16/23,HOTEL,"{""overall"": 3.0, ""roomcleanliness"": 3.0, ""service"": 4.0, ""roomcomfort"": 0.0, ""hotelcondition"": 2.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 3.0, ""communication"": 0.0, ""ecofriendliness"": 3.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/18/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 0.0, ""service"": 0.0, ""roomcomfort"": 0.0, ""hotelcondition"": 0.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/25/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 0.0, ""service"": 0.0, ""roomcomfort"": 0.0, ""hotelcondition"": 0.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/25/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 4.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 4.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 4.0, ""communication"": 0.0, ""ecofriendliness"": 4.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,staff
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/22/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 3.0, ""service"": 4.0, ""roomcomfort"": 0.0, ""hotelcondition"": 4.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 3.0, ""communication"": 0.0, ""ecofriendliness"": 3.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,"great location, friendly staff, quiet, convenient, and nice lobby. i was disappointed that there was no food service on sunday night. we were in town for a meet and did not get out until 9:45. it would have been nice to be able to order room service even if only a limited menu."
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2/25/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 0.0, ""service"": 0.0, ""roomcomfort"": 0.0, ""hotelcondition"": 0.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/23/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 5.0, ""communication"": 0.0, ""ecofriendliness"": 5.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,perfect location for enjoying stockyards! staff was great!!!
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/18/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 3.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 3.0, ""communication"": 0.0, ""ecofriendliness"": 4.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,the bathroom wasn't as clean as i like but it was fine.  food at the hotel was expensive.  they only had an outdoor pool which isnt open during the winter months.
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/23/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 5.0, ""communication"": 0.0, ""ecofriendliness"": 5.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,"reall clean, nice, and safe hotel.  ample parking.  always a great experience with a nice staff."
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2/17/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 4.0, ""communication"": 0.0, ""ecofriendliness"": 5.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,very convenient location if you are planning to use train going to other cities and walkable distance to tourists spots.only negative for me no amenities such as coffee maker in the room.
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2/20/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 4.0, ""service"": 4.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 5.0, ""communication"": 0.0, ""ecofriendliness"": 5.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2/24/23,HOTEL,"{""overall"": 2.0, ""roomcleanliness"": 1.0, ""service"": 2.0, ""roomcomfort"": 0.0, ""hotelcondition"": 2.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 3.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2/18/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 0.0, ""service"": 0.0, ""roomcomfort"": 0.0, ""hotelcondition"": 0.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2/25/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 0.0, ""service"": 0.0, ""roomcomfort"": 0.0, ""hotelcondition"": 0.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/21/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 0.0, ""service"": 0.0, ""roomcomfort"": 0.0, ""hotelcondition"": 0.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2/20/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 4.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 3.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 3.0, ""communication"": 0.0, ""ecofriendliness"": 3.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/28/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/28/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 5.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2/18/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 0.0, ""service"": 0.0, ""roomcomfort"": 0.0, ""hotelcondition"": 0.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2/28/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 0.0, ""roomcomfort"": 5.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,sicky awesome great time good food good booze foos ball!
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2/28/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 4.0, ""service"": 5.0, ""roomcomfort"": 4.0, ""hotelcondition"": 4.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,"situation to rome termini was excellent as we were travelling to the airport by train. plenty of authentic restaurants within a small radius of the hotel.
one of the |MASK| buffet breakfasts i have had. so much choice."
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2/28/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 4.0, ""hotelcondition"": 4.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",nice location,"stayed from 3 nights in this hotel with my wife and baby , location is great and room was ready with baby crib when we arrived , breakfast is ok , no bottled water in the room like most hotels do "
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2/28/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 5.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",recommandations à faire,aimerais avoir un pichet  d'eau à l'office pour dépannage aux clientsé
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/28/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 5.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/28/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 0.0, ""service"": 0.0, ""roomcomfort"": 0.0, ""hotelcondition"": 0.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2/28/23,HOTEL,"{""overall"": 3.0, ""roomcleanliness"": 3.0, ""service"": 3.0, ""roomcomfort"": 4.0, ""hotelcondition"": 3.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",convenient location,good .......clean convenient. good breakfast.would recommend and stay there ourselves again. 
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2/28/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 5.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2/28/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 4.0, ""roomcomfort"": 5.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",fantastic location near termini ,great location for transport links in and out of rome and the metro. all main sight seeing attractions within easy walking distance and a choice of good restaurants and cafés nearby. nice clean and comfortable rooms with helpful and friendly staff.
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2/28/23,HOTEL,"{""overall"": 4.0, ""roomcleanliness"": 5.0, ""service"": 4.0, ""roomcomfort"": 5.0, ""hotelcondition"": 4.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}","overall nice hotel for the price, but ...","overall, i had a very pleasant experience at this hotel.  i was in the process of relocating from the east coast, looking at properties, and found this hotel with a good rating and a fair price. the hotel staff was very friendly and helpful, during my stay.  it's true what they say about california, the weather, and the chill vibe.  the only thing i saw that put a damper on my stay was how one of the young front desk staff yelled and overall mistreated the cleaning staff.  at first i thought he might have just been having a bad day, only to see that it continued happening on other days.  it's not the way people should be treated, and no guest should have to see that during their vacation, business trip, or otherwise a night stay on their way to their final destination."
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2/28/23,HOTEL,"{""overall"": 2.0, ""roomcleanliness"": 2.0, ""service"": 3.0, ""roomcomfort"": 1.0, ""hotelcondition"": 2.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,the room smelled with a dehumidifier running in it the parking lot was small and hard to get back on the main road
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/28/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 5.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,"dinner at the restaurant was amazing, staff was friendly."
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2/21/23,HOTEL,"{""overall"": 3.0, ""roomcleanliness"": 4.0, ""service"": 3.0, ""roomcomfort"": 0.0, ""hotelcondition"": 3.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 3.0, ""communication"": 0.0, ""ecofriendliness"": 2.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,it was ok. expected better for the price. more like a $50 hotel not a $140
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2/28/23,HOTEL,"{""overall"": 3.0, ""roomcleanliness"": 4.0, ""service"": 4.0, ""roomcomfort"": 3.0, ""hotelcondition"": 2.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 0.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,"liked that is was right off i-75 and nearby to several eateries.  disliked the following: musty bathroom smell, broken toilet seat, fridge without freezer, pool closed."
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2/28/23,HOTEL,"{""overall"": 5.0, ""roomcleanliness"": 5.0, ""service"": 5.0, ""roomcomfort"": 0.0, ""hotelcondition"": 5.0, ""roomquality"": 0.0, ""convenienceoflocation"": 0.0, ""neighborhoodsatisfaction"": 0.0, ""valueformoney"": 0.0, ""roomamenitiesscore"": 5.0, ""communication"": 0.0, ""ecofriendliness"": 0.0, ""checkin"": 0.0, ""onlinelisting"": 0.0, ""location"": 0.0}",,great stay. great check in staff. i would stay there again.
